THEM,YOU,CLAUSE,LABEL,PARTY
Beneficiary,Guarantors,"In such event, the Guarantors shall pay or make provision for the payment (which may be from the Contingency) of any interest resulting from such acceleration at the rate provided in the Funding Agreement and from the cost of terminating any currency forward exchange rate agreements, to the extent that the aggregate amount of interest accrued on the Beneficiary Funding as the result of such acceleration exceeds the amount included in the Reserve therefor. ",,
Beneficiary,Guarantors," (c)If Completion and Delivery is not effected to any one or more of the Presale Distributors (each a ""Non-Delivered Distributor""), then the Guarantors shall pay to the Beneficiary an amount equal to the amount that would have been paid by each such Non-Delivered Distributor pursuant to the applicable Distributor Notice upon the applicable Completion and Delivery.  ",,
Beneficiary,Guarantors," If the Guarantors have covenanted to a Non-Delivered Distributor in a Distributor Notice or other agreement to reimburse such Non-Delivered Distributor for any payment or deposit or other stage payment paid by such Non-Delivered Distributor, then the Guarantors shall, to the extent such amount has not previously been paid by (a) the Guarantors or (b) a third party to the Non-Delivered Distributor directly, reimburse the Non-Delivered Distributor directly for such amount(s) in accordance with and as limited by the terms of the applicable Distributor Notice. ",,
Beneficiary,Guarantors,"(a)If the Guarantors pay the Beneficiary the full amount provided in Subsection 2.2(a) (i.e., Abandonment) or Subsections 2.2(b), (c) or (d) then, when all amounts owing to the Beneficiary under the Funding Agreement have been paid in full and the commitment of the Beneficiary to advance funds under the Funding Agreement has terminated (the ""Subrogation Conditions""), the Guarantors shall thereupon be, without further action, subrogated to the Beneficiary's rights under the Funding Agreement to the extent of such payment and all such rights will be deemed assigned by the Beneficiary to the extent of such payment(s) and the Guarantors' fees, costs and expenses and interest on all such amounts.",,
Beneficiary,Guarantors,"(ii)if the payment is made pursuant to Subsections 2.2(c) or (d) hereof then the Guarantor Lien and the Guarantor's rights under the Producer Completion Agreement shall be prior to the Beneficiary Lien and the Beneficiary's rights under the Funding Agreement in the Beneficiary Collateral to the extent of the rights in and territories for the Film which are specified in the Distribution Agreements identified in and underlying the related Distributor Notice and the right to retain proceeds of those rights in those territories, not to exceed the amount paid to the Beneficiary in connection therewith;",,
Beneficiary,Guarantors,Sales Agent Agreement or the subject Distributor Notice; and ,,
Beneficiary,Guarantors," (a)Before exercising its right of takeover pursuant to the Producer Completion Agreement, the Agent or EFB shall give the Beneficiary notice thereof.",,
Beneficiary,Guarantors,"(i)the Guarantors are in material breach of this Agreement and, if capable of being cured, such breach has not been cured within 5 Business Days of notice from the Beneficiary specifying such breach; or",,
Beneficiary,Guarantors,"5(b) hereof, until all obligations owing to the Beneficiary under the Funding Agreement have been repaid in full and the Beneficiary's commitment to advance funds thereunder has terminated, the Guarantors, the Agent and EFB will not exercise their rights as secured parties, copyright mortgagees or otherwise under the Producer Completion Agreement or any other agreement in a manner which will abrogate or interfere with the Beneficiary Lien or any other rights under the Funding Agreement, including the Beneficiary's rights to the Beneficiary Collateral, and to the extent that the exercise of such rights is limited or prohibited by the terms of any of the Distributor Notices or any other agreement entered into in connection with the Film, except to the extent required to effect Completion and Delivery.",,
Beneficiary,Guarantors," If the Beneficiary is, by the terms of any Distributor Notice, or other agreement, required to provide any Distributor or other person with a quiet enjoyment agreement or security interest release with respect to the Film, then the Agent, the Guarantors and EFB shall promptly, upon Beneficiary's request, provide such an agreement or security interest release to the same extent and terms as given by the Beneficiary. ",,
Beneficiary,Guarantors,"Sales Agent Agreement, any Distributor Notice, the Beneficiary shall enforce its claims first, against the Lead Guarantor up to the limits of its percentage of the Total Production Cost, as specified in Section 8.1.",,
Beneficiary,Guarantors,(b)The addresses for notices to any of the parties hereto (until notice of a change thereof is served as provided in this Subsection 9.1(a)) shall be as follows:,,
Beneficiary,Guarantors," (b)In the event a dispute arises between any one of the Presale Distributors on the one hand, and EFB and/or the Agent on the other hand, as to whether Completion and Delivery of the Film was effected to the applicable Distributor in accordance with the applicable Distributor Notice, then such disputes shall be resolved in accordance with the dispute resolution of such Distributor Notice.",,
Beneficiary,Guarantors," (c)Except as otherwise provided in the Distributor Notice, all controversies, claims, disputes, and counterclaims between the parties hereto concerning, based in any way upon, arising under, relating to, or arising in connection with this Agreement, including, but not limited to,  disputes about the meaning, interpretation, application, performance, breach, termination, enforceability, or validity of this Agreement or any party's rights or obligations related thereto, whether based on statute, tort, contract, common law or otherwise, shall be subject to and resolved by mandatory binding expedited arbitration conducted under the auspices of the Independent Film &amp; Television Alliance (""IFTA"") in effect as of the effective date of this Agreement, and its rules, as modified hereby (as modified, the ""Rules""), which are deemed incorporated herein by this reference, to the extent not otherwise covered above, the arbitration shall be conducted in accordance with California law except to the extent contrary to the Rules.  ",,
GAVS,Consultant,A party may designate a new Project Manager by written notice to the other party. ,,
GAVS,Consultant,"This Agreement shall automatically renew for successive periods of one year, unless and until terminated by either party as provided below. ",,
GAVS,Consultant, Termination. ,,
GAVS,Consultant, Termination Without Cause.,,
GAVS,Consultant,GAVS may terminate this Agreement at any time for any reason by giving Fifteen (15) days written notice to the other party.,T,T
GAVS,Consultant, Termination for Cause.,,
GAVS,Consultant,GAVS may terminate this Agreement for cause immediately upon written notice to Consultant.,T,T
GAVS,Consultant,No such termination shall affect Contractor's right to compensation earned as of the date of termination. ,,
