THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
Company,you,ANY CONTROVERSY CONCERNING WHETHER A DISPUTE IS ARBITRABLE SHALL BE DETERMINED BY THE ARBITRATOR AND NOT BY THE COURT.,,,,
Company,you,"THIS ARBITRATION CONTRACT IS MADE PURSUANT TO A TRANSACTION IN INTERSTATE COMMERCE AND ITS INTERPRETATION, APPLICATION, ENFORCEMENT AND PROCEEDINGS HEREUNDER SHALL BE GOVERNED BY THE FEDERAL ARBITRATION ACT ("" FAA "").",,,,
Company,you,"The following procedures shall apply: 1) Any party that intends to make a claim shall first notify the opposing party in writing of such intention and shall describe in such notice, with reasonable particularity, the nature and basis of such claim, and the total amount of the claim.",,,,
Company,you,"Within thirty (30) days of receipt of such notice, the party receiving notice of a claim shall provide a written response which, with reasonable particularity, sets forth its position concerning the claim.",,,,
Company,you,"2) In the event a party elects to proceed with binding arbitration, it shall provide written notice thereof to the other party by registered or certified mail.",,,,
Company,you,"The arbitration shall be conducted by Judicate West, and shall be conducted using the then current Judicate West commercial rules and regulations (except as varied by this agreement).",,,,
Company,you,"The arbitration shall take place in San Diego County, California, but may proceed telephonically in the event the total amount of the claim does not exceed $2,500 U.S. dollars (if the claimant so chooses).",,,,
Company,you,"These Terms of Use shall be construed in accordance with and governed by the laws of the United States and the State of California, without reference to their rules regarding conflicts of law.",,,,
Company,you,"If, for whatever reason, a court of competent jurisdiction finds any term or condition in these Terms of Use to be unenforceable, all other terms and conditions will remain unaffected and in full force and effect.",,,,
Company,you,"No waiver of any breach of any provision of these Terms of Use shall constitute a waiver of any prior, concurrent, or subsequent breach of the same or any other provisions hereof, and no waiver shall be effective unless made in writing and signed by an authorized representative of the waiving party. ",,,,
Company,you,"You agree that, by continuing to use or access the Site following notice of any revision, you shall abide by any such revision. ",,,,
Microsoft,you,The provisioning and billing for Catalog content will vary depending on the publisher's practices and terms.,,,,
Microsoft,you,"You may reject or decline such Publisher Terms of Use and continue to use the Marketplace Service as authorized in this Agreement, although you will not be permitted access to or use of the applicable Marketplace Publisher Content.",,,,
Microsoft,you,"You agree that, notwithstanding any applicable Publisher Terms of Use, you will not download or transfer such content outside of Microsoft Azure unless we provide specific authorization to do so.",,,,
Microsoft,you,"Microsoft Parties (defined below) shall not be liable for your access to or use of any Third Party Offerings, including without limitation Marketplace Publisher Content.",,,,
Microsoft,you,"Microsoft makes no representation or warranty that Marketplace Publisher Content or Catalog content will be placed in all relevant content categories or that each listing, description or display of such content, including datasets or applications, is accurate, complete or up to date.",,,,
Microsoft,you,"SS Your Applications must also conform to the Publisher Terms of Use for the Marketplace Publisher Content that your Application (s) consume, and any additional technical specifications, documentation or policies provided or made available to you by Microsoft from time to time.",,,,
Microsoft,you,"Additionally, publishers may place restrictions on the number of requests that you can make to their respective content, which will be enforced by Microsoft ("" Specific throttling "").",,,,
Microsoft,you,"You will not disassemble, decompile, or reverse engineer any software associated with the Marketplace Service, except and only to the extent that the law expressly permits this activity.",,,,
Microsoft,you,"Microsoft Parties (defined below) will not be liable for any loss resulting from the unauthorized use of your Windows Live ID, Your Account password or any assigned access keys or credentials.",,,,
Microsoft,you,"In order to access Paid Subscriptions and Trial Subscriptions, you will need to create a billing account (s) ("" Billing Account (s) ""). ",,,,
Microsoft,you,"For Trial Subscriptions, you will not be charged for Trial Subscription (s) during the trial offer period.",,,,
Microsoft,you,"If you do not cancel your Trial Subscription (s) within the trial offer period, such Trial Subscription (s) will be converted to Paid Subscription (s) and you will be charged accordingly. ",,,,
Microsoft,you,"If the amount is different than the amount you authorized or the amount we charged you in the previous month, we will tell you the amount and the date of the charge at least 10 days before your scheduled billing date.",,,,
Microsoft,you,Other purchases (such as a one-time download) will be billed at the time you make the purchase.,,,,
Microsoft,you,"If we informed you that the Paid Subscription (s) will be provided indefinitely or automatically renewed, we may automatically renew your Paid Subscription (s) and you authorize us to charge you for any renewal term.",,,,
Microsoft,you,Your notice to us will not affect charges we submit to your Billing Account before we reasonably could act on your request. ,,,,
Microsoft,you,"Prices for Paid Subscriptions may change from time to time, but we will tell you before any such change.",,,,
Microsoft,you,"If there is a specific time length and price for your Paid Subscription offer, then that price will remain in force for that time.",,,,
Microsoft,you,"After the offer period ends, your use of the Paid Subscription content will be charged at the new price.",,,,
Microsoft,you,We will tell you the amount and the date of the charge at least 10 days before your scheduled billing date.,,,,
Microsoft,you,"If your Paid Subscription to the Marketplace Publisher Content is on a periodic basis (for example, monthly), with no specific time length, then we will tell you the date of any price change.",,,,
Microsoft,you,That date will be not less than 30 days after we tell you of the price change.,,,,
Microsoft,you,You will make certain that any taxes withheld are minimized to the extent possible under applicable law. ,,,,
Microsoft,you,"Unless otherwise provided by law, all charges are non-refundable unless stated otherwise and the costs of any returns will be at your expense. ",,,,
Microsoft,you,We will provide you with an online billing statement.,,,,
Microsoft,you,We will only provide paper copies for the past 120 days.,,,,
Microsoft,you,"If we make an error on your bill, we will correct it promptly after you tell us and we investigate the charge, provided that you tell us within 120 days after an error first appears on your bill.",,,,
Microsoft,you,"If you do not tell us within this time, we will not be required to correct the error. ",,,,
Microsoft,you,"You may continue to access any cancelled Paid Subscription until the end of your then-current billing period, but you will not be charged again for that Paid Subscription.",,,,
Microsoft,you,Cancellation of the Paid Subscription by you will not alter your obligation to pay all charges made to your Billing Account or any amounts otherwise due. ,,,,
Microsoft,you,The late charge will be the lesser of 1% of the unpaid amount each month or the maximum rate that is permitted by law.,,,,
Microsoft,you,"If you enable Auto-refill but such threshold is not met during your current Paid Subscription period, your Paid Subscription will be renewed in accordance with the terms of such Paid Subscription.",,,,
Microsoft,you,We will inform you when an Auto-refill occurs by notifying you that your current Paid Subscription has been cancelled and a new Paid Subscription has been established.,,,,
Microsoft,you,"However, we are unable at this time to notify you if Auto-refill does not occur (1) due to problems with your primary or other payment method or (2) in the event you will have exceeded your Auto-refill Cap.",,,,
Microsoft,you,"You may disable Auto-refill at any time, and we will use our best efforts to process your request to disable Auto-refill as soon as possible.",,,,
